ID	position	person	department	year	team
18829	Director of Player Personnel	Ted Thompson	front office	1997	Green_Bay_Packers
18830	Director of Pro Personnel	Reggie McKenzie	front office	1997	Green_Bay_Packers
18831	director of college scouting	john dorsey	front office	1997	Green_Bay_Packers
18832	head coach	mike holmgren	head coaches	1997	Green_Bay_Packers
18833	Offensive Coordinator	Sherman Lewis	offensive coaches	1997	Green_Bay_Packers
18834	Quarterbacks	Andy Reid	offensive coaches	1997	Green_Bay_Packers
18835	Running Backs	Harry Sydney	offensive coaches	1997	Green_Bay_Packers
18836	Wide Receivers	Gil Haskell	offensive coaches	1997	Green_Bay_Packers
18837	Offensive Line	Tom Lovat	offensive coaches	1997	Green_Bay_Packers
18838	Assistant Offensive Line/Tight Ends	Mike Sherman	offensive coaches	1997	Green_Bay_Packers
18839	Defensive Coordinator	Fritz Shurmur	strength and conditioning	1997	Green_Bay_Packers
18840	Defensive Line	Larry Brooks	strength and conditioning	1997	Green_Bay_Packers
18841	Linebackers	Jim Lind	strength and conditioning	1997	Green_Bay_Packers
18842	Defensive Backs/Secondary	Bob Valesente	strength and conditioning	1997	Green_Bay_Packers
18843	defensive assistant/quality control	johnny holland	strength and conditioning	1997	Green_Bay_Packers
18844	special teams	nolan cromwell	defensive coaches	1997	Green_Bay_Packers
18845	Strength and Conditioning	Kent Johnston	special teams coaches	1997	Green_Bay_Packers
18846	Assistant Strength and Conditioning	Barry Rubin	special teams coaches	1997	Green_Bay_Packers
18847	Chairman of the Board	John Skoglund	front office	1997	Minnesota_Vikings
18848	president/chief executive officer	roger headrick	front office	1997	Minnesota_Vikings
18849	head coach	dennis green	head coaches	1997	Minnesota_Vikings
18850	Offensive Coordinator	Brian Billick	offensive coaches	1997	Minnesota_Vikings
18851	Quarterbacks	Ray Sherman	offensive coaches	1997	Minnesota_Vikings
18852	Running Backs	Carl Hargrave	offensive coaches	1997	Minnesota_Vikings
18853	Receivers	Chip Myers	offensive coaches	1997	Minnesota_Vikings
18854	Tight Ends	Dave Atkins	offensive coaches	1997	Minnesota_Vikings
18855	Offensive Line	Mike Tice	offensive coaches	1997	Minnesota_Vikings
18856	Coaching Assistant	Wade Harman	offensive coaches	1997	Minnesota_Vikings
18857	Defensive Coordinator	Foge Fazio	strength and conditioning	1997	Minnesota_Vikings
18858	Defensive Line	John Levra	strength and conditioning	1997	Minnesota_Vikings
18859	Inside Linebackers	Tom Olivadotti	strength and conditioning	1997	Minnesota_Vikings
18860	Outside Linebackers	Trent Walters	strength and conditioning	1997	Minnesota_Vikings
18861	defensive backs	richard solomon	strength and conditioning	1997	Minnesota_Vikings
18862	special teams	gary zauner	defensive coaches	1997	Minnesota_Vikings
18863	Strength and Conditioning	Steve Wetzel	special teams coaches	1997	Minnesota_Vikings
18864	Assistant Strength and Conditioning	Jeff Friday	special teams coaches	1997	Minnesota_Vikings
18865	President	Taylor Smith	front office	1997	Atlanta_Falcons
18866	Executive Vice President of Football Operations	Dan Reeves	front office	1997	Atlanta_Falcons
18867	Director of Player Personnel/College	Reed Johnson	front office	1997	Atlanta_Falcons
18868	Director of Player Personnel/Pro	Chuck Connor	front office	1997	Atlanta_Falcons
18869	assistant to head coach/pro personnel	marvin bass	front office	1997	Atlanta_Falcons
18870	Head Coach	Dan Reeves	head coaches	1997	Atlanta_Falcons
18871	Assistant Head Coach	Rich Brooks	head coaches	1997	Atlanta_Falcons
18872	assistant head coach/football operations	harold richardson	head coaches	1997	Atlanta_Falcons
18873	Offensive Coordinator/Running Backs	George Sefcik	offensive coaches	1997	Atlanta_Falcons
18874	Quarterbacks	Jack Burns	offensive coaches	1997	Atlanta_Falcons
18875	Wide Receivers	Rennie Simmons	offensive coaches	1997	Atlanta_Falcons
18876	Tight Ends	James Daniel	offensive coaches	1997	Atlanta_Falcons
18877	Offensive Line	Art Shell	offensive coaches	1997	Atlanta_Falcons
18878	Offensive Quality Control	Pete Mangurian	offensive coaches	1997	Atlanta_Falcons
18879	Defensive Coordinator	Rich Brooks	strength and conditioning	1997	Atlanta_Falcons
18880	Defensive Line	Bill Kollar	strength and conditioning	1997	Atlanta_Falcons
18881	Linebackers	Don Blackmon	strength and conditioning	1997	Atlanta_Falcons
18882	Secondary	Ron Meeks	strength and conditioning	1997	Atlanta_Falcons
18883	defensive quality control	brian xanders	strength and conditioning	1997	Atlanta_Falcons
18884	special teams	joe decamillis	defensive coaches	1997	Atlanta_Falcons
18885	Strength and Conditioning	Al Miller	special teams coaches	1997	Atlanta_Falcons
18886	Assistant Strength and Conditioning	Tim Jorgensen	special teams coaches	1997	Atlanta_Falcons
18887	Owner/Founder	Jerry Richardson	front office	1997	Carolina_Panthers
18888	President	Mark Richardson	front office	1997	Carolina_Panthers
18889	general manager	bill polian	front office	1997	Carolina_Panthers
18890	head coach	dom capers	head coaches	1997	Carolina_Panthers
18891	Offensive Coordinator	Joe Pendry	offensive coaches	1997	Carolina_Panthers
18892	Quarterbacks	John Shoop	offensive coaches	1997	Carolina_Panthers
18893	Running Backs	Chick Harris	offensive coaches	1997	Carolina_Panthers
18894	Wide Receivers	Richard Williamson	offensive coaches	1997	Carolina_Panthers
18895	Tight Ends	Don Breaux	offensive coaches	1997	Carolina_Panthers
18896	Offensive Line	Jim McNally	offensive coaches	1997	Carolina_Panthers
18897	Assistant Offensive Line	Blair Bush	offensive coaches	1997	Carolina_Panthers
18898	Defensive Coordinator	Vic Fangio	strength and conditioning	1997	Carolina_Panthers
18899	Defensive Line	Ted Gill	strength and conditioning	1997	Carolina_Panthers
18900	Linebackers	Kevin Steele	strength and conditioning	1997	Carolina_Panthers
18901	Outside Linebackers	Billy Davis	strength and conditioning	1997	Carolina_Panthers
18902	Defensive Backs	George Catavolos	strength and conditioning	1997	Carolina_Panthers
18903	defensive quality control	greg roman	strength and conditioning	1997	Carolina_Panthers
18904	special teams	brad seely	defensive coaches	1997	Carolina_Panthers
18905	Strength and Conditioning	Chip Morton	special teams coaches	1997	Carolina_Panthers
18906	Strength and Conditioning Assistant	Greg Roman	special teams coaches	1997	Carolina_Panthers
18907	Owner	Tom Benson	front office	1997	New_Orleans_Saints
18908	President/General Manager/Chief Operating Officer	Bill Kuharich	front office	1997	New_Orleans_Saints
18909	Vice President of Football Operations/Assistant General Manager	Chet Franklin	front office	1997	New_Orleans_Saints
18910	director of college scouting	bruce lemmerman	front office	1997	New_Orleans_Saints
18911	Head Coach	Mike Ditka	head coaches	1997	New_Orleans_Saints
18912	assistant head coach/linebackers	rick venturi	head coaches	1997	New_Orleans_Saints
18913	Offensive Coordinator	Danny Abramowicz	offensive coaches	1997	New_Orleans_Saints
18914	Quarterbacks	Tom Clements	offensive coaches	1997	New_Orleans_Saints
18915	Running Backs	Tom Moore	offensive coaches	1997	New_Orleans_Saints
18916	Wide Receivers	Harold Jackson	offensive coaches	1997	New_Orleans_Saints
18917	Tight Ends/Offensive Line Assistant	Dan Neal	offensive coaches	1997	New_Orleans_Saints
18918	Offensive Line	Dick Stanfel	offensive coaches	1997	New_Orleans_Saints
18919	Offensive Assistant	Judd Garrett	offensive coaches	1997	New_Orleans_Saints
18920	Defensive Coordinator	Zaven Yaralian	strength and conditioning	1997	New_Orleans_Saints
18921	Defensive Line	Walt Corey	strength and conditioning	1997	New_Orleans_Saints
18922	Defensive Backs	Willie Shaw	strength and conditioning	1997	New_Orleans_Saints
18923	defensive assistant	john pagano	strength and conditioning	1997	New_Orleans_Saints
18924	special teams	bobby april	defensive coaches	1997	New_Orleans_Saints
18925	Strength and Conditioning	Mike Woicik	special teams coaches	1997	New_Orleans_Saints
18926	Assistant Strength and Conditioning	Jack Del Rio	special teams coaches	1997	New_Orleans_Saints
18927	Owner/President	Malcolm Glazer	front office	1997	Tampa_Bay_Buccaneers
18928	General Manager	Rich McKay	front office	1997	Tampa_Bay_Buccaneers
18929	Director of Player Personnel	Jerry Angelo	front office	1997	Tampa_Bay_Buccaneers
18930	director of college scouting	tim ruskell	front office	1997	Tampa_Bay_Buccaneers
18931	Head Coach	Tony Dungy	head coaches	1997	Tampa_Bay_Buccaneers
18932	assistant head coach/defensive backs	herman edwards	head coaches	1997	Tampa_Bay_Buccaneers
18933	Offensive Coordinator	Mike Shula	offensive coaches	1997	Tampa_Bay_Buccaneers
18934	Running Backs	Tony Nathan	offensive coaches	1997	Tampa_Bay_Buccaneers
18935	Wide Receivers	Charlie Williams	offensive coaches	1997	Tampa_Bay_Buccaneers
18936	Tight Ends	Clyde Christensen	offensive coaches	1997	Tampa_Bay_Buccaneers
18937	Offensive Line	Chris Foerster	offensive coaches	1997	Tampa_Bay_Buccaneers
18938	Offensive Assistant	Ricky Thomas	offensive coaches	1997	Tampa_Bay_Buccaneers
18939	Defensive Coordinator	Monte Kiffin	strength and conditioning	1997	Tampa_Bay_Buccaneers
18940	Defensive Line	Rod Marinelli	strength and conditioning	1997	Tampa_Bay_Buccaneers
18941	Linebackers	Lovie Smith	strength and conditioning	1997	Tampa_Bay_Buccaneers
18942	defensive assistant	kevin o'dea	strength and conditioning	1997	Tampa_Bay_Buccaneers
18943	special teams	joe marciano	defensive coaches	1997	Tampa_Bay_Buccaneers
18944	Strength and Conditioning	Morris Hill, PA-C,ATC	special teams coaches	1997	Tampa_Bay_Buccaneers
18945	Strength and Conditioning Assistant	Nathan Burgett, ATC	special teams coaches	1997	Tampa_Bay_Buccaneers
18946	President	Bill Bidwill	front office	1997	Arizona_Cardinals
18947	Vice President	Larry Wilson	front office	1997	Arizona_Cardinals
18948	Vice President and General Counsel	Michael Bidwill	front office	1997	Arizona_Cardinals
18949	Vice President of Player Personnel	Bob Ferguson	front office	1997	Arizona_Cardinals
18950	assistant to the president	rod graves	front office	1997	Arizona_Cardinals
18951	head coach	vince tobin	head coaches	1997	Arizona_Cardinals
18952	Offensive Coordinator	Dick Jamieson	offensive coaches	1997	Arizona_Cardinals
18953	Running Backs	Johnny Roland	offensive coaches	1997	Arizona_Cardinals
18954	Wide Receivers	Vic Rapp	offensive coaches	1997	Arizona_Cardinals
18955	Tight Ends/Quality Control	Geep Chryst	offensive coaches	1997	Arizona_Cardinals
18956	Offensive Line	Carl Mauck	offensive coaches	1997	Arizona_Cardinals
18957	Defensive Coordinator	Dave McGinnis	strength and conditioning	1997	Arizona_Cardinals
18958	Defensive Line	Joe Greene	strength and conditioning	1997	Arizona_Cardinals
18959	Linebackers	Glenn Pires	strength and conditioning	1997	Arizona_Cardinals
18960	defensive backs	larry marmie	strength and conditioning	1997	Arizona_Cardinals
18961	special teams	al everest	defensive coaches	1997	Arizona_Cardinals
18962	Strength and Conditioning	Bob Rogucki	special teams coaches	1997	Arizona_Cardinals
18963	President	Bill Bidwill	front office	1997	Los_Angeles_Rams
18964	Vice President	Larry Wilson	front office	1997	Los_Angeles_Rams
18965	Vice President and General Counsel	Michael Bidwill	front office	1997	Los_Angeles_Rams
18966	Vice President of Player Personnel	Bob Ferguson	front office	1997	Los_Angeles_Rams
18967	assistant to the president	rod graves	front office	1997	Los_Angeles_Rams
18968	head coach	vince tobin	head coaches	1997	Los_Angeles_Rams
18969	Offensive Coordinator	Dick Jamieson	offensive coaches	1997	Los_Angeles_Rams
18970	Running Backs	Johnny Roland	offensive coaches	1997	Los_Angeles_Rams
18971	Wide Receivers	Vic Rapp	offensive coaches	1997	Los_Angeles_Rams
18972	Tight Ends/Quality Control	Geep Chryst	offensive coaches	1997	Los_Angeles_Rams
18973	Offensive Line	Carl Mauck	offensive coaches	1997	Los_Angeles_Rams
18974	Defensive Coordinator	Dave McGinnis	strength and conditioning	1997	Los_Angeles_Rams
18975	Defensive Line	Joe Greene	strength and conditioning	1997	Los_Angeles_Rams
18976	Linebackers	Glenn Pires	strength and conditioning	1997	Los_Angeles_Rams
18977	defensive backs	larry marmie	strength and conditioning	1997	Los_Angeles_Rams
18978	special teams	al everest	defensive coaches	1997	Los_Angeles_Rams
18979	Strength and Conditioning	Bob Rogucki	special teams coaches	1997	Los_Angeles_Rams
18980	Owner	Edward J. DeBartolo, Jr.	front office	1997	San_Francisco_49ers
18981	President	Carmen Policy	front office	1997	San_Francisco_49ers
18982	Vice President/Director of Football Operations	Dwight Clark	front office	1997	San_Francisco_49ers
18983	director of player personnel	vinny cerrato	front office	1997	San_Francisco_49ers
18984	head coach	steve mariucci	head coaches	1997	San_Francisco_49ers
18985	Offensive Coordinator/Quarterbacks	Marty Mornhinweg	offensive coaches	1997	San_Francisco_49ers
18986	Running Backs	Tom Rathman	offensive coaches	1997	San_Francisco_49ers
18987	Wide Receivers	Larry Kirksey	offensive coaches	1997	San_Francisco_49ers
18988	Tight Ends	Patrick Morris	offensive coaches	1997	San_Francisco_49ers
18989	Offensive Line	Bobb McKittrick	offensive coaches	1997	San_Francisco_49ers
18990	Offensive Quality Control	Greg Knapp	offensive coaches	1997	San_Francisco_49ers
18991	Defensive Coordinator	John Marshall	strength and conditioning	1997	San_Francisco_49ers
18992	Defensive Line	Dwaine Board	strength and conditioning	1997	San_Francisco_49ers
18993	Linebackers	Richard Smith	strength and conditioning	1997	San_Francisco_49ers
18994	Defensive Backs	Jim Mora	strength and conditioning	1997	San_Francisco_49ers
18995	Defensive Assistant	Bill McPherson	strength and conditioning	1997	San_Francisco_49ers
18996	defensive quality control	jaime hill	strength and conditioning	1997	San_Francisco_49ers
18997	special teams coordinator	george stewart	defensive coaches	1997	San_Francisco_49ers
18998	Physical Development Coordinator	Jerry Attaway	special teams coaches	1997	San_Francisco_49ers
18999	Strength Development Coordinator	Michael Barnes	special teams coaches	1997	San_Francisco_49ers
19000	Chairman	Paul Allen	front office	1997	Seattle_Seahawks
19001	President	Bob Whitsitt	front office	1997	Seattle_Seahawks
19002	Vice President of Finance	Mickey Loomis	front office	1997	Seattle_Seahawks
19003	Vice President of Football Operations	Randy Mueller	front office	1997	Seattle_Seahawks
19004	assistant player personnel director	rick thompson	front office	1997	Seattle_Seahawks
19005	Head Coach	Dennis Erickson	head coaches	1997	Seattle_Seahawks
19006	assistant head coach/offensive line	gregg smith	head coaches	1997	Seattle_Seahawks
19007	Offensive Coordinator/Wide Receivers	Bob Bratkowski	offensive coaches	1997	Seattle_Seahawks
19008	Quarterbacks	Rich Olson	offensive coaches	1997	Seattle_Seahawks
19009	Running Backs	Clarence Shelmon	offensive coaches	1997	Seattle_Seahawks
19010	Tight Ends	Keith Gilbertson	offensive coaches	1997	Seattle_Seahawks
19011	Offensive Line	Howard Mudd	offensive coaches	1997	Seattle_Seahawks
19012	Offensive Assistant	Jim Zorn	offensive coaches	1997	Seattle_Seahawks
19013	Defensive Coordinator	Greg McMackin	strength and conditioning	1997	Seattle_Seahawks
19014	Defensive Line	Tommy Brasher	strength and conditioning	1997	Seattle_Seahawks
19015	Linebackers	Mike Murphy	strength and conditioning	1997	Seattle_Seahawks
